text,label,source
rt only soo much a bitch can take..,1,davidson
"rt it make the pussy sing. "" it aint? rt my dumb ass thought that was a microphone",1,davidson
rt all i see down my tl is naked white bitches eyes eyes eyes see-no-evil monkey,1,davidson
rt drinking veuve cliquot and eating marshmallows basically because i'm a classy bitch.,1,davidson
rt most of these niggas go broke for these hoes,2,davidson
rt if you're attractive & you think any straight guy just wants to be your friend..bitch you stupid,1,davidson
"rt all three of these hoes getting cute for fucking school, taking for ever and waking me the fuck up ! this why i can't stand h..",1,davidson
"rt rt ""why that bitch lookin all in the car, u know her!?""",1,davidson
rt no i ain't no bitch & no i ain't no snitch!,1,davidson
rt if you're going to be a bitch and not come to the show because some bands dropped then w/e. more moshing room for me in that ..,1,davidson
"rt i was disgusted, betrayed, hurt, & my pussy drier than a niggas skin in the winter time",1,davidson
rt autocorrectits a bitch,1,davidson
rt when you hear a hoe talk shit,1,davidson
"rt ""and if you aint a hoe, get up out my traphousee""",1,davidson
rt rides into the pussy on a gym class butt scooter,1,davidson
rt if i ride up to your bitch in these then.. homie consider yourself a single nigger.,2,davidson
rt the fuck you looking at bitch! swerveputs heelys into full gearglides past the bitches,1,davidson
rt teacher eyes on your own paperme bitch i only have eyes for da paperthrows cash everywhere,1,davidson
"rt dad why are your eyes so red?son i smoked weed, dad.dad don't lie to me, you were crying because you are a faggot.",1,davidson
rt what hoes tho ? lol.,1,davidson
rt when you ate the pussy but yeen think she was gone tell anybody tired face tired face,1,davidson
"rt "" bitches cant get the ios8 because they have over 10 gb of selfies cuh"" face with tears of joy face with tears of joy face with tears of joy",1,davidson
"rt "" "" "" y'all females love y'all a bum nigger or a jail bird..""!!"" red exclamation mark red exclamation mark red exclamation mark weary face clapping hands clapping hands clapping hands """,1,davidson
rt i switched up. you fukin with my old bitch. i'm fukin with yo new bitch beaming face with smiling eyes,1,davidson
rt niggas talk more than bitches these days..,1,davidson
"rt no nigger ever ask before he hit either "" body counts don't matter ! yall treat all bitches the same anyway, st..",1,davidson
rt sundy a old school ho tho,1,davidson
"rt ""i hope this bitch ain't a catfish""",1,davidson
rt rt for mj fav for a bitch nigger,1,davidson
rt rt for the real niggasfav for the bitch niggas,1,davidson
rt dodging these hoes like,1,davidson
rt how the fuck can some people not get atleast 1 on flappy bird. i just got 11 while smoking a fuckin square.,1,davidson
"rt ""a real man gonna keep it real with his bitches"" lmaoo shut up i'm not tellin u about other women mind ur business",1,davidson
rt lmaoo rt nymphos are stupid. go hose your pussy down you weird bitch,1,davidson
rt this bitch slow lmaoo,1,davidson
"rt "" periods dont stop nothing but a sentence boo, let me taste that pussy.. i bet u taste like quarters""",1,davidson
rt two stocks to turn trash into cash,0,davidson
"rt spring training daily takes a look at the yankees' outfield, perhaps the al's deepest (via ..",0,davidson
rt yankees can jump into first place tonight. rt if you think they will!,0,davidson
rt yankees lineup vs. red soxellsbury cfjeter ssbeltran dhsoriano lfteixeira 1bmccann csolarte 3bichiro rfroberts 2bt..,0,davidson
rt yankees win! final score 7-4.,0,davidson
"rt yankees win, 6-5, on a walkoff single by derek jeter!! farewell captain",0,davidson
rt . comes in to close out the game here in the 9th. yankees,0,davidson
"rt analyzing the impact of masahiro tanaka on spring training daily, brought to you by",0,davidson
"rt ballgame over, yankees win! yanks beat the white sox in 10 innings, 4-3.",0,davidson
"rt congrats to derek jeter, who will start at shortstop in his 14th and final all-star game! farewell captain",0,davidson
"rt congratulations ichiro! that leadoff base hit in the 8th is hit no. 2,800 in his career!",0,davidson
"rt gardy goes yardy again! he leads off the game with a hr for the second straight night, and it's 1-0 yankees!",0,davidson
rt getting the field ready for today's game.,0,davidson
"rt recap in epic storybook ending, derek jeter closes his last game in bronx with a walkoff.",0,davidson
rt remember when we paused an all-star game to honor mariano rivera? tbt,0,davidson
rt see ya! gives the yankees a 4-3 lead in the 10th with a solo home run!,0,davidson
rt show your support during fleet week nyc with troopthanks. you could be on the billboard in times sq!,0,davidson
rt the shines its lights in yankees pinstripes in honor of derek jeter. farewell captain,0,davidson
rt time to bounce in the bronx. lets go yankees walkoff,0,davidson
"rt victory! yankees outlast a's, 10-9 in 14 innings. eduardo nunez the hero, and oh yeah, first place still resides in the bronx.",0,davidson
rt were you expecting anything short of fireworks in his final homestand? farewell captain,0,davidson
rt you may cry after watching the derek jeter ad,0,davidson
"rt one scout said prado is ""first team most underrated."" gives the yankees a 2b through 2016, could slide to 3b if needed too.",0,davidson
rt it ain't nothing to cut that bitch off microphone headphone,1,davidson
rt i hope lvg is homeless in a few years whilst welbeck is scoring 30+ for arsenal and fucking bitches,1,davidson
"rt black bitches be like ""boy i told you not to get my hair wet""",1,davidson
rt this bitch don went super saiyan 5 at walmart,1,davidson
"rt "" "" actually, i take that back unamused face you niggas ain't loyal"" im loyal fam"" nah negro nah",1,davidson
"rt "" then how yall got here b"" stfu negro",1,davidson
"rt "" i need molly water and a chubby asian bitch"" same",1,davidson
rt stop being a hoe so i can love you /,1,davidson
rt you hoes ain't worth losing sleep over,1,davidson
rt stop crying you pussy,1,davidson
"rt "" these hoes ain't loyal "" duhh bitch she a hoe !!",1,davidson
rt now a days bitches will beef w/ you over something that has nothing to do w/ them face with tears of joy face with tears of joy face with tears of joy face with tears of joy skull bitch yo ugly ass wasn't a factor a..,1,davidson
rt selena mothered these hoes,1,davidson
rt if i had a dollar for every time i died on flappy bird,0,davidson
rt selfie game retarded,1,davidson
"rt alcohol is liquid truth. so if a girl is a hoe when she drinks, she's naturally a hoe anyway.",1,davidson
rt i'll kill this bitch no hesitation,2,davidson
rt you know all these bitches who posted pics for zeeti are in the shower like jim carey in ace ventura after he found out ei..,1,davidson
rt you either gay or straight don't talk to me bitch please victory hand,1,davidson
rt i hate when ppl say hoes aren't loyal. they supposed to be? face with tears of joy,1,davidson
rt dizzy bitch unamused face sleeping face,1,davidson
"rt it all depends on the female dawg, usually that's how it is with these hoes but the genuine women fuck w..",1,davidson
"rt "" yu ah hoe""lmfao,",1,davidson
rt listen to charlie daniels speak the truth & then enlist in the u.s. freedom army at,0,davidson
rt thats yo bitch she my bitch too,1,davidson
rt first thing i look at is what's on a bitch feet,1,davidson
rt you bitches selfish .. y'all want father's day too? damn lol,1,davidson
rt y'all niggas ain't no killas y'all niggaz some hoes..,1,davidson
rt nigger i'm just popping molly & stepping out. you bowling bitch don't come at me,1,davidson
rt ain't no money or no hoe in the world can spoil it hundred points my brothers keeper,1,davidson
rt when your teacher puts you in a group with a bunch of retards,1,davidson
"rt you got bitches, and i don't have niggas face with tears of joy .. i want you.",1,davidson
"rt "" fat bitch. what's her @?",1,davidson
rt how bitch how? expressionless face face with tears of joy face with tears of joy,1,davidson
rt loudly crying face loudly crying face loudly crying face face with tears of joy face with tears of joy rt can you imagine tryn yo hardest to stop a bitch frm slutin and still comin up unsuccessful,1,davidson
rt loudly crying face loudly crying face loudly crying face face with tears of joy face with tears of joy rt i done went wit a hoe before frfr so who am i to judge,1,davidson
rt na a hoe cry to yu swear she ain't fuckn off n still have a side nigger,1,davidson
rt spit da same game to hoes like da same clothes money bring power so we like a bankroll,1,davidson
rt mann let bosh hoe ass hit that 3,1,davidson
"rt ""to bad you wont hit a girl pussy""",1,davidson
"rt ""you like your lunch little boy?""""nah bitch look what i'm eating cause of you""",1,davidson
rt ladies listen no nigger wants to settle down at a young age. all you bitches crying about being single now will be wifed in 1..,1,davidson
"rt "" worst movie you can think of?"" fan that fucking trash netflix be posting shit that looks like a porno",1,davidson
rt bitch,1,davidson
"rt awe hell nah "" me and are bad bitches, come fuck with us""",1,davidson
rt bitches will give their pussy to the whole community but wont give a nigger a piece of gum,1,davidson
"rt just because i think you're fine don't mean i want you, you appealing to my eyes, not my heart bitch.",1,davidson
rt i got money i don't need u bitch,1,davidson
rt everybody think i get hoes and think ima playa but honestly im in my crib wondering bout if my mom making yellow or whi..,1,davidson
rt niggas these days will walk 10 miles to get some pussy. loudly crying face,1,davidson
"rt i hate when italian ppl say ""olive garden isnt real italian food"" fuck ur grandmas roasted casserole you bitch olive garden i..",1,davidson
rt niggaz buying py..niggaz buying py. + don't start this hoe shit..,1,davidson
rt grab me some bitches while u up there lmao oh and a belt ( fendi ),1,davidson
"rt give me three wishesi wish, i wish, i wish, you would bitch",1,davidson
rt my trash is worth more than you,0,davidson
"rt your girl hold my dick like a wii controllerwhere's your bitch, nigger? we control her",1,davidson
"rt ""alright bitches we are the kayne's now""",1,davidson
"rt "" long as my bitches love me smirking face "" face with tears of joy ok hand",1,davidson
"rt "" i think my wish came true, where y'all hating ass bitches at water pistol nahh",1,davidson
"rt rt ""i've met few people in politics that i disrespect more than charlie crist,"" --rudy giuliani",0,davidson
rt rt looking forward to sitting down with president obama for our 60th anniversary broadcast this sunday — ho..,0,davidson
rt not all black girls are ghetto .,1,davidson
rt loudly crying face loudly crying face loudly crying face rt i'm pretty sure my future ex boyfriend is on here slidin in another bitch dms..but i'm patient,1,davidson
"rt "" my dog is gonna be a bitch magnet for sure ok hand ""no raised hand",1,davidson
rt haha doubt it did you see all them bitches you had at the track field ? face screaming in fear face screaming in fear there were soo many face with tears of joy ok hand,1,davidson
rt just like you ok hand clapping hands you pulled all them track bitches face with tears of joy,1,davidson
rt it's okay chiquito face with tears of joy i'm not in the ghetto anymore relieved face,0,davidson
rt you don't know maybe some bitches like a man in a tutu face with tears of joy face with tears of joy dog face,1,davidson
rt smh rt and henny too rt beer trash af end of story,0,davidson
rt you can't take no ones bitch.,1,davidson
rt this faggit bitch tried to say she hoe'd for hd bearfaced bitch yusa fag,2,davidson
rt you niggaz really think yo niggaz/n yo bitch solid guarantee yo nigger will hav her choosin n wont tell ya,1,davidson
"rt why all ghetto chicks gotta smell like love-spell. or that cucumber shit, bath & body works!",1,davidson
"rt my bitch bad, she from the island",1,davidson
rt i can't trust ah soul i can't trust these nighas i can't trust these hoes,1,davidson
rt this bitch..,1,davidson
"rt "" why does nobody believe me when i say im a virgin dewd wtf"" no you aint hoe",1,davidson
"rt "" "" "" you need one unamused face ""yess cause i'm not her bf !""you my bitch"" face with tears of joy face with tears of joy",1,davidson
"rt "" "" bitch face with tears of joy face with tears of joy face with tears of joy skull ""man that's so cute to me face with tears of joy face with tears of joy face with tears of joy skull ""find a date",1,davidson
"rt "" "" let me sit this ass on you !""""bitch you and chris better gtf open hands",1,davidson
"rt "" "" where tf lyssa toilet mouth ass ? eyes unamused face "" wassup""you be twatching hoe face with tears of joy face with tears of joy",1,davidson
"rt "" lmfao bitch was i talking to you face with tears of joy face with tears of joy ""but i'm talking to you in my bubba voice face with tears of joy face with tears of joy face with tears of joy skull",1,davidson
"rt "" small ass pants face with tears of joy ""bitch face with tears of joy face with tears of joy face with tears of joy",1,davidson
"rt "" you been the side hoe face with tears of joy face with tears of joy face with tears of joy skull skull oncoming fist ""omg face with tears of joy face with tears of joy face with tears of joy face with tears of joy money with wings",1,davidson
"rt "" these hoes gonna be stunting in florida with the pussy speak-no-evil monkey face with steam from nose face with steam from nose "" face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy skull open hands",1,davidson
"rt hoe bang this big and she got nerves to think she better then us , bitches have no chill sleeping face",1,davidson
rt ion be understanding how all you hoes drop yall nuts at once but when a bitch on your ass you can't hear a mouse piss ..,1,davidson
"rt "" the face you make before you tell a bitch about herself i make dat face too much",1,davidson
rt you stupid lil ass bitch i ain't fuckin with chuu.,1,davidson
"rt "" what the fuck was wrong with me? thinking i can wife this hoe. face with tears of joy "" open hands fearful face grinning face with smiling eyes",1,davidson
"rt niggas will fuck yah good , eat ya pussy then go home to they bitch like ain't shit happen weary face unamused face",1,davidson
"rt they on a bitch , yeah they want a bitch",1,davidson
rt if u can steal her she's a hoe,1,davidson
rt iz no point in being jealous cuz dee hoes for everybody # hundred points hundred points hundred points buckets proverbs,1,davidson
rt u bitches boring,1,davidson
rt you knew i fucked that bitch and you didn't react?,1,davidson
rt half y'all bitches side hoes and don't even know.,1,davidson
rt hate to break the news but u spam bro rt a dyke a tuck her titties in the winter and start calling herself mr..,1,davidson
"rt was deleting this pic until i realized a dike in the back ground dressed like a nigger with wedges on face with tears of joy , bitch i'm skull http/..",2,davidson
"rt dead!! skull "" weary face rt when ur fuckin and her pussy stank but u have really good friends.. ht..",2,davidson
"rt da bitch got scared and couldn't take it no mo but ya boy was feenin fo dat confused face face with tears of joy face with tears of joy "" face with tears of joy loudly crying face face with tears of joy loudly crying face face with tears of joy loudly crying face face with tears of joy koula noo",1,davidson
rt one loyal girlfriend is worth more than one hundred hoes.,1,davidson
rt i fully support same-sex marriage but i'll never stop calling my friends faggots,2,davidson
rt ho ho ho bitches merry 4 months-ish until christmas.,1,davidson
rt i do not fuck with that bitch she cannot keep her legs closed,1,davidson
rt dont mind my retarded ass face with tears of joy,1,davidson
"rt "" if youve only seen my couch, not my bed, then you my hoe"" face with tears of joy face with tears of joy",1,davidson
"rt "" how i lose this sweet..""you ain't lose it you hide it lmfao viri tryna smoke that hoe to his self",1,davidson
rt raised hand open book my mama told me if a bitch feet dirty her pussy dirty cause ya feet the first thing that hit the water when you bathe.,1,davidson
"rt "" i can't stand no messy hoe"" keycap 1 keycap 0 keycap 0 keycap 0 true story",1,davidson
"rt . lls lor bitches stay wanting to fight , made them real mad i talks my shit",1,davidson
rt i hate you sidelines hoes y'all got so much courage weary face face with tears of joy,1,davidson
rt i hate salty bitches,1,davidson
"rt she a bad bitch, let's get to it right away .",1,davidson
"rt & it's sad cause niggas will have a good girl & do her wrong, it's hard finding a good bitch out here forreal.",1,davidson
rt we slap bitches! face with tears of joy face with tears of joy face with tears of joy,1,davidson
"rt "" "" girlfriends be like.. face with tears of joy loudly crying face raising hands hundred points we don't want him"" face with tears of joy face with tears of joy loudly crying face loudly crying face skull skull",1,davidson
rt face with tears of joy face with tears of joy face with tears of joy loudly crying face skitdaddle wit that shit hoe,1,davidson
"rt pussy will always be my fav iggy song, like how do you not like a song that just says pussy numerous amounts of time.",1,davidson
rt i'll write a poem for u hoe,1,davidson
rt if you can't eat pussy that's got hair on it i'm not even sure you really know how to eat pussy.,1,davidson
rt man i just went from 0 - 100 real quick i ain't no hoe the fuck niggas thought this was ? unamused face,1,davidson
rt throw me a blunt bitch,1,davidson
rt this bitch must be stopped,1,davidson
rt hoes out here selling pussy for some new uggs! you disqualified,1,davidson
rt a girl knows when a bitch likes her boyfriend sleeping face open hands,1,davidson
"rt if her pussy got over 10 body counts, it's dead skull . pussies cat face only have 9 lives face with tears of joy face with tears of joy",1,davidson
"rt gotta eat her pussy so good she forget dick coming next. have her talking to herself like ""he brought dick with him too"""" ..",1,davidson
"rt ""young ns act hard and all the bad bs grew up to be trash broads"" -",1,davidson
rt the bigger the hoops the bigger the hoe jerryspringer classic truthhurts,1,davidson
rt these bitches play on everybody's team,1,davidson
rt yu hoes just love to pump fake bout y'all lives on these social networks,0,davidson
"rt fuck bitches, get re-elected team jfk",1,davidson
"rt i choose to fuck all these bitches not because they're easy, but because i'm hard presidential pounding",1,davidson
rt one man's trash is another man's wife fact,1,davidson
rt shit like this why hoes head be fuck up the want social media ass relationships,1,davidson
rt four brothers showed the bitch in a lot of niggas. i would've killed. i would've killed victor sweet if i was one of his l..,1,davidson
"rt i knew a bitch in college who sold the pussy for 2-3 ""favors""",1,davidson
"rt "" "" i have no hoes man. i don't need those though sleeping face "" loudly crying face loudly crying face i need to pick mines back up weary face """,1,davidson
rt lmao dis bitch dumb asl,1,davidson
"rt "" swear ag ugly den a bitch. he look like a possum and giraffe mix breed."" this isnt funny. but i died l..",1,davidson
rt bitch i don't fucking know you,1,davidson
rt bitch ass nikka took flight frm kenosha,1,davidson
rt niggas be in that pussy like,1,davidson
"rt everybody claim they fvck with ""bad bitches"" but all the ugly bitches getting pregnant baby baby ....somebody lien unamused face unamused face",1,davidson
"rt i'm convinced that some of y'all bitches get pregnant purposely because ""birth control & plan b pills"" are effective confused face frog hot beverage",1,davidson
rt if i had a dollar for every time i fucked ur bitch,1,davidson
"rt i have a daughter to think about , yall think i'm worry about you hoes , naa",1,davidson
"rt ""let me tell y'all bitches something right quick""",1,davidson
"rt "" i hate ah dirty house!! foul living bitches"" face with tears of joy face with tears of joy face with tears of joy it's a lot of them out there",1,davidson
rt keep ur bitch on a leash .,1,davidson
"rt "" face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy why fab snapped like that face with tears of joy face with tears of joy face with tears of joy ""konnichiwa bitch""",1,davidson
"rt i tell a bitch, go and get my name tatted on her spine so i can feel good when i'm hittin it from behind",1,davidson
rt fuck twerking bitch can you cook,1,davidson
rt wet pussy with no smell a mf,1,davidson
rt lord. rt rt sugar code rt if you a hoe you a hoe i'm not finna sugar code it,1,davidson
rt she's hurt. the nigger she crushing on fucking a bottle girl so they all have to be hoes.,1,davidson
rt rt if you want me to expose some more bitches,1,davidson
"rt when dykes hear ""ladies free before 10""",1,davidson
rt hoes gone be hoes. person gesturing no and these hoes can't be trusted raised fist,1,davidson
rt blame it on the yellow chucks lmfao,0,davidson
"rt thursday we will see bitches dressed up like if the hallways were runways, clown make up on some girls,guys with pants belo..",1,davidson
rt getting called ugly by a bitch that use to idolize you. eyes ohh well okay.. face with tears of joy,1,davidson
"rt i think if i had hoes , i would tell them all the same shit face with tears of joy im too lazy to be tryna switch shit up . sleeping face",1,davidson
rt on god yall hoes better get off my twitter,1,davidson
rt stick by his side and don't give his pussy up . .,1,davidson
"rt bitch you guessed it "" "" my pussy cuteness always sets me up for a good day smiling face with smiling eyes ""u need some dick""woohyou ..",1,davidson
"rt "" this bitch..",1,davidson
"rt "" "" if you ask me, every bitch gay"" not me i'm all sexual"" wtf is all sexual? if you don't mind me asking",1,davidson
rt another movie that's gonna make you question your bitch unamused face face with tears of joy,1,davidson
rt i don't care about none of these bitches relieved face,1,davidson
"rt "" makem eat my ass since eating pussy ain't major nomore hundred points weary face face with tears of joy victory hand see-no-evil monkey person tipping hand clapping hands smiling face with smiling eyes "" face with tears of joy face with tears of joy",1,davidson
rt it's unattractive when girls act ghetto,0,davidson
"rt rt girls say bs like ""you got too many hoes"". stop letting twitter and ig fool you. i don't know these fucki..",1,davidson
rt i'll never understand how people can fake an entire relationship? i can't even fake a 'hello' to a bitch that i fucking..,1,davidson
rt i'm not going out my way 2 make sure bitches know nothing .. just pay attention !!,1,davidson
"rt ; straight litter in bin sign "" to each his own but these hoes weak",1,davidson
rt - when ya friends nag you like they yo bitch eyes mayne chill tf,1,davidson
rt yeen suckin yeen fuckin watchu doin hoe ?,1,davidson
"rt "" when the pussy so wet you hear that shit smacking >> cat face sweat droplets sweat droplets weary face smiling face with heart-eyes raising hands "" red exclamation mark",1,davidson
rt he like me even more cuz he know i gotta bitch,1,davidson
rt all you hoes wake up,1,davidson
rt yo hoe will get slayed face with tears of joy,1,davidson
rt when a bitch tell me i'm ugly face with tears of joy face with tears of joy face with tears of joy face with tears of joy,1,davidson
rt bacon over bitches,1,davidson
rt man i'm strolling and all i see is y'all hoes that suck dick talking about her like man don't stunt on her bru .,1,davidson
rt yeah texans are so much better you fucking retard,1,davidson
rt some of you cunts owe me money.,1,davidson
rt ion want the pussy if it come wit hairs,1,davidson
"rt i hate ""i'm my own wcw"" ass bitches ",1,davidson
"rt bitch you ugly as fuck, are you a fuck tranny ? get alligator face as..",1,davidson
rt i'll find you a ride. but it's no pussy shit and that was some pussy shit face with steam from nose face with tears of joy,1,davidson
rt for all those watching that so raven. look at this negro now lol face with tears of joy face with tears of joy weary face weary face,1,davidson
rt doing someone wrong for the sole reason that they did you wrong will only bring more negative karma & energy into your li..,0,davidson
"rt i have absolutely no ""hoes""",1,davidson
"rt ""light beer? you mean faggot piss?"" -overly powered man",2,davidson
rt shego was the baddest bitch of my childhood fire,1,davidson
rt i love when the birds are chirping in the morning patsgonnasubtweet,0,davidson
rt peace out then faggot,1,davidson
"rt "" what's yall favorite chappelle show skit?"" is wayne brady gonna have to choke a bitch? face with tears of joy",1,davidson
"rt "" i hate a ""i'm my own wcw person tipping hand "" ass bitch face with tears of joy """,1,davidson
rt i don't be worrying about these messy hood ass hoes but they worrying about me though. why? person bowing,1,davidson
rt i don't understand i don't even fuck with these bitches but i'm so relevant to them though sleeping face,1,davidson
rt never realize the precious time you bitch niggas is wasting backhand index pointing up,1,davidson
rt freaky ass ready ass hoes,1,davidson
"rt "" these hoes got more bodies than a cemetery frog hot beverage .""",1,davidson
rt bobby bitch bobby bitch fire fire smiling face with horns,1,davidson
"rt brown colored eyes are really blue, under a layer of melanin.",0,davidson
rt people getting called all types of bitches over music lol you know how ridiculous that is?,1,davidson
rt u gotta be a pathetic bitch to ride by another females house looking for a nigger that ain't yours smh,1,davidson
rt i don't understand how bitches find the time to worry about what another bitch is doing,1,davidson
rt why do these hoes think it's cute to take pictures kissing eachother ? gagg,1,davidson
rt smh nigger is mildly retarded rt lmfao rt if griff wasn't injuries we'd legit be 6-1,2,davidson
rt hell yea save money like a hoe,1,davidson
rt that hoe is live though,1,davidson
rt i don't care about none of these bitches,1,davidson
rt r.i.p skull to the hoes woman dancing dying for attention.,1,davidson
"rt once a hoe , always a hoe ok hand",1,davidson
"rt if a bitch think i'm worried about her , that bitch overthinking loudly crying face face with tears of joy person gesturing no person tipping hand person gesturing ok !!",1,davidson
rt 30 bottles ! 30 bitches !,1,davidson
"rt ""i'm against feminism i think men and women should be equal"" a bitch that don't know shit about feminism",1,davidson
"rt "" "" lol for what?"" lol you dissing us"" face with tears of joy face with tears of joy face with tears of joy shut up bitch",1,davidson
rt pick 6 hoe lets goo,1,davidson
rt face with tears of joy me baby i cookedbae what's for dinner?me that bitch you been texting,1,davidson
"rt ain't no ""we"" in this bitch .",1,davidson
"rt if a bitch tweeting about a nigger and he saying he don't mess with her , he's lying confused face that bitch ain't tweeting for nothing smirking face",1,davidson
rt need some ice cream and oreos smiling face with heart-eyes,0,davidson
rt only the basic bitches put on for twitter ..,1,davidson
rt i hate when boys keep chasing a bitch that treat them like they any nigger expressionless face,1,davidson
rt when niggas try to act hard but really be bitch made face with tears of joy,1,davidson
"rt "" ' you messin with broke niggahs you gon be broke niggah 󾭻󾭻 red exclamation mark "" nigger preeach ! !",1,davidson
rt been trynna catch up witchu pussy water pistol,1,davidson
"rt "" i don't be fucking with nobody , cause most of these bitches got fake in they blood . raised fist ""and niggas",1,davidson
rt when you thinking about killing a bitch,1,davidson
"rt "" "" brandon jennings easily got the coldest bitch ever"" damn near lol""not damn near that's fact.",1,davidson
rt exactly. don't be gettin no additional pussy for them soft ass tweets. jus be you dude lol,1,davidson
rt woww. now niggas can't hit u bitches line and ask what u doin nomo.,1,davidson
rt killing these bitches go body for body unamused face relieved face headphone,1,davidson
rt i hate a bitch that acts like she can't be single. get your i need a man ass on,1,davidson
"rt "" bro even with uno webo i still get more pussy than you speak-no-evil monkey "" face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy",1,davidson
rt why does everybody drive like retards when it rains lol,1,davidson
rt you better pray i don't send your nudes out bitch,2,davidson
rt how many bitches have actually gone to the club in a mini skirt & j's on? questionoftheday,1,davidson
"rt i want this ""bad bitch"" epidemic to be over so fast bruh..fees can't write a sentence with proper subject-verb agreement now..",1,davidson
"rt "" i wish i was born in a different generation , cause yall just make my pussy bones hurt . sicken ass children ..",1,davidson
rt where is d hoes ? face with tears of joy,1,davidson
rt larry bird 38 face with tears of joy,0,davidson
rt niggas be out here loving all they hoes..that's a no no.,1,davidson
"rt "" niggas bitches getting exposed face with tears of joy face with tears of joy face with tears of joy weary face "" tired face tired face tired face tired face tired face",1,davidson
"rt "" if you ask me every bitch gay."" true dat true dat",1,davidson
rt the same hoes is still at it,1,davidson
rt yea that hoe was rocking friday and last night,1,davidson
rt face with tears of joy face with tears of joy 2 many lil bitty bitches,1,davidson
rt face with tears of joy face with tears of joy face with tears of joy chill bitch,1,davidson
rt dudes a hoe had me laughin on my only pics face with tears of joy face with tears of joy face with tears of joy,1,davidson
rt sum hoes be smoking to look cute bitch u better inhale that shit wasting weed,1,davidson
rt happy birthday to my chocolate brotha balloon party popper love u hoe,1,davidson
"rt clapping hands "" real bitches who really hungry won't be out here arguing with bitches on twitter straight flexin""",1,davidson
"rt "" tbh but a niggah can't have a normal convo with someone lmao""hoes will be hoes brian lol",1,davidson
rt when will you guys leave that childish pussy alone? get that sophisticated pussy.,1,davidson
rt bitches be fake af face with tears of joy person gesturing no,1,davidson
"rt "" "" rt "" hits blunt """" this hoe thought she was so dee..",1,davidson
rt my inner nigger is coming out,2,davidson
rt fxck outta here hoe victory hand,1,davidson
"rt "" dumb bitch"" im singing to you bitch",1,davidson
rt this hoe never called me like she said,1,davidson
rt whats a bad bitch to a queen with goals red question mark,1,davidson
"rt when u see a bitch that don't like u, look at u..",1,davidson
rt it ain't nothing to cut that bitch off. ok hand person tipping hand,1,davidson
rt bitches be thinking they are soo out here like no your just an everyday average instagram bitch,1,davidson
rt rich homie and bird man gone be at mansion élan tonight eyes,0,davidson
rt bad bitch give me head like lice .,1,davidson
"rt side bxtches gettin lit up outchea, y'all birds better tighten up.",1,davidson
rt i tell you anything on this bitch i better get a thank you. fuck wrong w/ you dumb ass i wanna be famous ass 3 mixtapes cant r..,1,davidson
rt all these bitches fake if you ask me,1,davidson
"rt nomatter how much i'm feeling you, u can't compete with girls who throw the pussy. im just gonna always take the l",1,davidson
rt miss ya too nigger face with tongue face blowing a kiss face blowing a kiss face blowing a kiss face blowing a kiss smiling face with heart-eyes,1,davidson
rt my sugar daddy is following this bitch fuckin hoe that use to be my friend this is bullshit,1,davidson
rt shi'..now i don't wanna rant b/c my first impression would be that i'm a such a bitch face with tears of joy lmao.,1,davidson
"rt i hate a copy cat ass bitch. monkey see, monkey do ass bitch angry face",1,davidson
"rt "" "" nobody cares about kirk bosley no""i care bout my cousin hoe""",1,davidson
rt 1st block bitch wassup,1,davidson
rt me 2nite bitches,1,davidson
"rt "" hmu talmbout match but when i pull up its 30 other niccas wit ya unamused face "" smfh shit like that kill me",1,davidson
rt im a boss ass bitch!,1,davidson
rt this is real life loudly crying face rt she want to give u pussy so bad she mad at u cus u fucking it up,1,davidson
"rt "" sometime u gotta shut down all tha fun and get tha $ rite. get ugly on these hoes and eat!""",1,davidson
rt a hoe gone be a hoe and dats 100 nd when a nigger broke them hoes act funny!,1,davidson
"rt "" swear me n zee da only niccas who aint got da update yet""<i'm right there wit cha bruh",1,davidson
rt you talking shit face with medical mask but yo pockets ain't shit pile of poo yo bitch ain't shit pile of poo yo life ain't shit pile of poo nigger you just a ain't shit as nig..,1,davidson
"rt ""her pussy fatter than ya dick"" lmao",1,davidson
rt all these bitches & niggaz with they imaginary haters ..,2,davidson
"rt idc about your ""story"", if petey pablo said your name in freek a leek, you automatically a hoe",1,davidson
rt heat lost. medical marijuana got rejected. rick scott got reelected. i still have no hoes. today's just been a bad day.,1,davidson
rt 7 out of 10 rt every bitch in houston look good ?,1,davidson
rt hahahaha signs be funny than a bitch,1,davidson
rt heard a bitch say im ugly but ha nigger thank different face savoring food you say you mainline he dont treat me no different victory hand winking face with tongue,1,davidson
rt ever wanna text somebody and be like bitch die i hope you don't wake up you low down dirty muthafxcka smiling face with horns,1,davidson
rt these bitch niggas couldn't live my cold life$tyle money with wings open hands face savoring food,1,davidson
rt yall hoes love football,1,davidson
"rt "" df bruh ""go wash the dishes in the sink then come upstairs and eat this pussy""",1,davidson
rt fuck no id be gettin swole in there like everyday nigger,1,davidson
rt i swear it's the huge bitches that think they the baddest,1,davidson
rt imma cool as bitch so if a bitch don't like me it's a personal problem .,1,davidson
rt this what most of yall hoes need to admit .,1,davidson
